Date,VNQ,VNQI,SCHH,IYR,XLRE,RWR,RWX,RWO,ICF,REET,REM,USRT,FREL,IFGL,MORL,KBWY,REZ,GQRE,WPS,MORT,SRET,URE,FRI,DRW,MRRL,ROOF,GRI,FFR,DRN,TAO,PSR,IFEU,EWRE,SRS,DRV,WREI,REK,LRET,PRME
2017-10-31,77.407364,55.319247999999995,38.871521,79.91999799999999,30.815599,86.765366,36.238777,45.116615,95.823296,23.729078,40.170704,45.581608,22.679758,27.918932,12.937111,36.68,59.718437,59.444023,38.34,21.631548000000002,15.33,62.178856,22.304095999999998,29.486031,12.859505,24.606382,41.915867,42.422871,20.860649,26.189595999999998,78.015739,36.743786,25.923046,30.505361999999998,11.181283,45.008873,16.146292000000003,22.512705,18.838749
2017-11-01,77.78405,55.263611,39.100971,79.980003,30.787153000000004,87.31552099999999,36.078635999999996,45.192871000000004,96.332741,23.757208,40.347473,45.712399,22.642487,27.947596,13.074902999999999,36.82,59.93669499999999,59.635315000000006,38.380001,21.730938000000002,15.29,62.237556000000005,22.401114,29.616954999999997,13.029682000000001,24.762815,42.172382,42.593777,21.158932,26.172089,78.064415,36.639271,26.125551,30.485515999999997,11.032727000000001,44.874546,16.106569,22.69039,18.838749
2017-11-02,78.44323,55.653053,39.349529,80.480003,31.052639000000003,87.818268,36.219936,45.440712,97.149757,23.907208999999998,39.74646,46.104782,22.847483,28.081362,12.730424000000001,37.25,59.93669499999999,59.721396999999996,38.490002000000004,21.477938,15.21,63.039733999999996,22.54664,29.757229,12.648881,24.891647,42.409889,42.802665999999995,21.668901,26.329646999999998,78.74587199999999,36.639271,26.240178999999998,30.058798,10.735617,45.239151,16.007271,22.69039,18.838749
2017-11-03,78.24546099999999,55.532513,39.215691,80.43,31.052639000000003,87.562149,36.267036,45.412121,97.168991,23.852833,39.640396,46.002018,22.819529,28.100471000000002,12.669183,35.990002000000004,60.344749,59.778786,38.59,21.387581,15.21,62.902781999999995,22.507832,29.729177000000004,12.393233,24.551168,42.248385999999996,42.736198,21.534193,26.303385,78.687462,36.715286,26.284121999999996,30.108416,10.824749,45.028061,16.037058,23.010220999999998,18.71781
2017-11-06,78.772827,55.467602,39.473812,81.360001,31.526728000000002,88.15975999999999,36.276451,45.545578000000006,97.793777,23.935337,39.039379,46.394394,23.11211,28.119581,12.286429,36.02,60.74332,59.989204,38.580002,21.080364000000003,15.14,64.370186,22.643656,29.747877000000003,12.248238,24.652393,42.523895,42.89761,21.947943,25.970766,79.709625,36.8008,26.631822999999997,29.403834999999997,10.656386,45.574959,15.828527,23.321171,18.71781
2017-11-07,79.413177,55.504692000000006,39.856213000000004,81.940002,31.820659999999997,88.97551700000001,36.182255,45.793411,98.716537,24.092844,39.260345,46.740066999999996,23.276104,28.176908,12.340015,36.110001000000004,61.094432999999995,60.113548,38.599998,21.152651000000002,15.16,65.30931899999999,22.847389,29.710473999999998,12.347446000000001,24.735210000000002,42.799412,43.144478,22.496399,26.259621000000003,80.332649,36.70578,26.880182,28.967197,10.349372,45.814834999999995,15.719296,23.74762,18.838749
2017-11-08,79.808685,55.764317000000005,40.037857,82.489998,32.057705,89.364426,36.521374,46.088916999999995,99.225983,24.216599,39.569687,46.908226,23.350647,28.35845,12.607944,36.32,61.398102,60.496128000000006,38.970001,21.333366,15.28,66.140846,22.944405,29.906858000000003,12.473360000000001,24.790426,42.970417,43.372349,22.794685,26.259621000000003,80.96543100000001,36.952831,27.122812,28.600018,10.220623,45.738068,15.629926999999999,23.765385000000002,18.92248
2017-11-09,79.89344,55.708691,40.133457,82.459999,32.057705,89.61106099999999,36.436592,46.212833,99.283661,24.263475,39.4813,47.020336,23.378603,28.35845,12.537861,36.48,61.284225,60.419613,38.77,21.288187,15.281,66.131065,22.992916,29.897505,12.446489999999999,24.90085,43.046417,43.362854,22.852417000000003,26.172089,80.96543100000001,36.734283000000005,27.1572,28.619865,10.181007000000001,45.891594,15.639854999999999,23.911547,18.987598000000002
2017-11-10,79.978195,55.63450600000001,40.219501,82.510002,32.057705,89.838722,36.370655,46.231903,99.293274,24.244723999999998,39.278023,47.104416,23.415873,28.406222999999997,12.322222,36.57,61.246277,60.457874,38.830002,21.179758,15.24,66.150642,23.031719,29.916209999999996,12.25608,24.873243,43.074921,43.514773999999996,22.919771,26.303385,80.87782299999999,36.781791999999996,27.252726000000003,28.619865,10.151297999999999,46.208214,15.619995000000001,23.995319,19.080629000000002
2017-11-13,80.383125,55.430515,40.420260999999996,82.809998,32.152519,90.25608100000001,36.191669,46.27956,99.994949,24.291603,39.560848,47.272575,23.490416,28.20557,12.507052999999999,36.41,61.644833,60.438747,38.560001,21.306259,15.31,66.600639,23.148142,29.729177000000004,12.41501,24.808828,43.169922,43.505276,23.275789000000003,26.259621000000003,81.121185,36.70578,27.36735,28.371775,10.002742999999999,46.217804,15.560414999999999,24.223476,19.093657
